prob_1,prob_2,prob_3,prob_4,prob_5,y_true,y_hat,pred_class,identifier
0.014189020516297121,0.24954374742275254,0.6100482835825598,0.11407677368703417,0.012142174791356375,3,2.9326138,3,A-5058__99
0.010069297313855027,0.19193654741836805,0.6282813309763117,0.15261748107937512,0.017095343212090164,3,3.070443,3,A-5058__261
0.0124784667636186,0.226760855518532,0.619470358081094,0.12748304560008883,0.013807274036666595,3,2.9843066,3,A-497__580
0.011710816761564503,0.21602805845214856,0.6229920684631753,0.13455875394321237,0.014710302379899232,3,3.0098233,3,A-497__712
0.22587306890668493,0.6530825054536883,0.11396912757900868,0.006469336214555366,0.0006059618460627636,2,1.7378496,2,A-497_2C__135
0.0174891741416192,0.2895091952549399,0.588415831031818,0.09474492181376816,0.009840877757854806,3,2.8482575,3,A-5058__407
0.15505592674590213,0.665313856485765,0.1684273928107004,0.010239700603058566,0.0009631233545738249,2,1.9219624,2,A-495_1__60
0.1029849301115774,0.6377610454318342,0.24146663285265646,0.016248818436435553,0.0015385731674963932,2,2.108173,2,A-499__212
0.012812001948855298,0.23132349694150453,0.6177845691885001,0.12463175005044835,0.013448181870691744,3,2.9736996,3,A-5050__53
0.11585430118915835,0.6494620573106085,0.21906455740797448,0.014270784124738811,0.0013482999675198393,2,2.0556846,2,A-490__328
0.013485579814536105,0.24035788523488802,0.6141406233108584,0.11923946387390605,0.012776447765811438,3,2.9530852,3,A-497_2C__24
0.010558177923559989,0.19928003942726413,0.627092708925467,0.14676031553086544,0.016308758192843498,3,3.0514235,3,A-5053__363
0.010926156990291725,0.2047117745477228,0.6259643610902121,0.14263531844836053,0.015762388923412862,3,3.037674,3,A-497__395
0.12171771019624184,0.653511197480489,0.20999042714496996,0.013505732935750525,0.0012749322425485987,2,2.0334408,2,A-490__310
0.14238941243078757,0.6627537353033455,0.1824891668952291,0.011303271016940397,0.0010644143536975292,2,1.9617053,2,A-499__202
0.002629229212013386,0.05893736452132343,0.4975003248094224,0.37804335732561745,0.0628897241316233,4,3.6065514,3,A-5052__403
0.09153521905934393,0.6233656747944696,0.264881478538989,0.018464882366338586,0.0017527452408588884,2,2.1600025,2,A-490__325
0.1694960458466336,0.6660062229300839,0.1544130797722063,0.00921855425794027,0.0008660971931359063,2,1.8797652,2,A-497__284
0.17523436989120783,0.6657224331491163,0.14935232740783122,0.008858893946476876,0.0008319756053678518,2,1.8637933,2,A-5053__284
0.013725050514524915,0.2435131061689724,0.6127772979647008,0.11743122800099204,0.01255331735080989,3,2.9460003,3,A-5058__313
0.0013535858876392729,0.031277829009925484,0.3620118791895804,0.489903136266609,0.11545356964624587,4,3.8706622,4,A-492__210
0.07626710204466305,0.5963747284243489,0.3027947455922114,0.02242526304328818,0.0021381608954884612,2,2.2390711,2,A-5053__73
0.007064863731263254,0.14337027954805107,0.6234317867190187,0.20187191424369755,0.0242611557579695,3,3.2123375,3,A-5058__314
0.3008284681291843,0.6137592517131553,0.08060331136046962,0.004397963828055574,0.0004110049691353757,2,1.5836394,2,A-490__184
0.12857048513892289,0.6573791995039472,0.20015417025910642,0.012698491183839478,0.001197653914184027,2,2.0085843,2,A-497__381
0.09146902601489987,0.6232695473721488,0.26502801987676017,0.01847926774006725,0.0017541389961239773,2,2.1603186,2,A-5053__354
0.007670816372702568,0.15366904481352747,0.6267042810628494,0.18958165183050146,0.022374205920419166,3,3.1794236,3,A-497__72
0.011437675130529429,0.21212926204375301,0.6241065205425808,0.13726613572369695,0.015060406559439854,3,3.019303,3,A-497__244
0.0014918233561730591,0.03435746646574746,0.38228054970833375,0.475995195359036,0.1058749651107097,4,3.831999,4,A-497_2C__152
0.4183578453628767,0.5287331247815835,0.050026756975195985,0.002636370942158961,0.00024590193818485595,1,1.379629,2,A-492__439
0.02202369590536364,0.33713279202917795,0.5563220503878382,0.07672674262533963,0.007794719052280574,3,2.7548902,3,A-497__511
0.2346644640619567,0.6494702968753701,0.1091300421384217,0.006158543542767014,0.0005766533814844932,2,1.7181548,2,A-5052__84
0.010503733678850501,0.1984694667036765,0.6272433802656417,0.14739062608090792,0.016392793270923356,3,3.053498,3,A-497_2C__47
0.18429349376901336,0.6647109896782345,0.1418769553496442,0.008336132475860071,0.0007824287272479858,2,1.8393956,2,A-5052__134
0.0006931299530050448,0.016275739925666548,0.23318500922302882,0.5466197880333066,0.20322633286499303,4,4.1366568,4,A-497_2C__480
0.011106475547953626,0.2073440373568434,0.6253457053922472,0.14069611675360483,0.015507664949350963,3,3.0311027,3,A-5058__162
0.015751740898680193,0.26908638164096244,0.6001847880778883,0.10404351017891422,0.010933579203554866,3,2.890501,3,A-495_1__158
0.07962098010457098,0.6032140925215158,0.2936953288512203,0.02142874068353573,0.002040857839157195,2,2.2205403,2,A-490__526
0.14727541994115298,0.663982898317161,0.17684673955650898,0.010871661724698556,0.001023280460478504,2,1.9460415,2,A-492__172
0.009554825381089298,0.18404781130038714,0.6290902600595867,0.159298657162377,0.018008446096559938,3,3.0914714,3,A-5052__500
0.014970382188555991,0.2594601613492373,0.6052289837753356,0.10883376895138086,0.011506703735490231,3,2.911016,3,A-492__115
0.0006686799776207712,0.01571102799366617,0.22709403196862982,0.5474188252540287,0.20910743480605454,4,4.1509247,4,A-5050__24
0.10414020448184072,0.6389884002546824,0.23930011636007276,0.01605170447080151,0.001519574432602644,2,2.1032321,2,A-497_2C__637
0.01107689473360073,0.20691353486659284,0.6254500029674449,0.14101067535083212,0.01554889208152943,3,3.0321734,3,A-5053__378
0.11233929130802216,0.6466732616333949,0.22482454970781562,0.014766948702629734,0.0013959486481376349,2,2.0694923,2,A-499__145
0.6471145295348142,0.33144327470863133,0.020309687943811827,0.0010360424211336428,9.646539160901302e-05,1,1.0080469,1,A-497__413
0.03838077155030717,0.45993858747111194,0.45216795747647454,0.04509972872759449,0.004412954774511868,3,2.5276666,2,A-5050__14
0.008897881157800666,0.1737268343459248,0.6293363753265309,0.16871398740774268,0.019324921762000957,3,3.1200166,3,A-5050__167
0.13641517355896293,0.6607953211370757,0.189798459417157,0.011872337216525808,0.0011187086702785232,2,1.9814794,2,A-5053__127
0.00817168050581625,0.16198234238660109,0.6283438663961881,0.18048082963778056,0.021021281073614007,3,3.1541102,3,A-5052__359
0.10730885890223334,0.6421653310320224,0.2335238496372215,0.015532398953662763,0.0014695614748599928,2,2.089925,2,A-499__179
0.1757695007309564,0.6656813054777284,0.14889375128808835,0.008826535470155328,0.0008289070330714798,2,1.862325,2,A-490__482
0.1053202702324133,0.6402034773565068,0.2371209239361698,0.015854730886045276,0.0015005975888647827,2,2.0982351,2,A-5050__29
0.5179030602028315,0.44604171587749597,0.03412358082707234,0.0017669879934799626,0.00016465509912022558,1,1.2203549,1,A-497__488
0.13354494418988708,0.6596622676201759,0.19348272887254214,0.012163540522074245,0.0011465187953206835,2,1.9912397,2,A-497__837
0.002419143822847308,0.0544967873532472,0.4814804237470025,0.39361032552314945,0.06799331955375354,4,3.6396987,3,A-5053__45
0.41374648476475495,0.5323852607846276,0.050930913933355915,0.0026867278080929813,0.0002506127091685961,2,1.387165,2,A-5052__502
0.10123878205902025,0.6358329353309206,0.24480507323580236,0.01655509889201834,0.0015681104822384828,2,2.1157346,2,A-497_2C__655
0.017845862946746803,0.29354237013758516,0.5859351006904462,0.09303405086897666,0.009642615356245334,3,2.8400974,3,A-497__762
0.0474198456028743,0.5059278124691325,0.4065608749954329,0.036550176849177496,0.0035412900833827754,3,2.4399507,2,A-5058__1
0.21968453800356638,0.6554164404147107,0.11756814453094311,0.006702878413634261,0.000627998637145577,2,1.7520407,2,A-497_2C__635
0.0090015333830785,0.1753741121233708,0.6293632191628558,0.16715644744991565,0.019104687880779236,3,3.1153767,3,A-492__108
0.14881348943743047,0.6643049726221447,0.1751290754425492,0.010741572294327928,0.0010108902035477207,2,1.9411998,2,A-495_1__23
0.02187341500206925,0.33567337735863806,0.557388475316447,0.07721568359754138,0.007849048725304342,3,2.7576697,3,A-497_2C__254
0.4924348877351161,0.46779574767535137,0.0376309399507041,0.001956108730770234,0.00018231590805817266,1,1.2608148,1,A-492__203
0.015102308613336073,0.26110550783087094,0.6043914974057628,0.1079948631274853,0.011405823022544892,3,2.9074793,3,A-497__591
8.05256150646964e-05,0.0019196555847552062,0.03528910977553588,0.2755228991536762,0.6871878098709681,5,4.9915695,5,A-5052__246
0.17012228091445045,0.6659896072817422,0.15384771030897038,0.0091781398413473,0.0008622616534896821,2,1.8780015,2,A-497__493
0.0989598331265382,0.6331794384533586,0.24928177417489317,0.016970728562467396,0.0016082256827426589,2,2.1257796,2,A-5053__81
0.2799171956969555,0.6263993461445017,0.08836339338587562,0.004865164646029707,0.0004549001266375141,2,1.6239448,2,A-497_2C__508
0.17761006070024188,0.6655214566956634,0.14733327898993087,0.00871670977463368,0.0008184938395301433,2,1.8573015,2,A-490__65
