epoch,class_1_seen,class_1_augmented,class_2_seen,class_2_augmented,class_3_seen,class_3_augmented,class_4_seen,class_4_augmented,class_5_seen,class_5_augmented
1,310,0,1708,0,1773,0,414,0,63,0
2,310,0,1708,0,1773,0,414,0,63,0
3,310,0,1708,0,1773,0,414,0,63,0
4,310,0,1708,0,1773,0,414,0,63,0
5,310,0,1708,0,1773,0,414,0,63,0
6,310,0,1708,0,1773,0,414,0,63,0
7,310,0,1708,0,1773,0,414,0,63,0
8,310,0,1708,0,1773,0,414,0,63,0
9,310,0,1708,0,1773,0,414,0,63,0
10,310,0,1708,0,1773,0,414,0,63,0
11,310,0,1708,0,1773,0,414,0,63,0
12,310,0,1708,0,1773,0,414,0,63,0
13,310,0,1708,0,1773,0,414,0,63,0
14,310,0,1708,0,1773,0,414,0,63,0
15,310,0,1708,0,1773,0,414,0,63,0
16,310,0,1708,0,1773,0,414,0,63,0
17,310,0,1708,0,1773,0,414,0,63,0
18,310,0,1708,0,1773,0,414,0,63,0
19,310,0,1708,0,1773,0,414,0,63,0
20,310,0,1708,0,1773,0,414,0,63,0
21,310,0,1708,0,1773,0,414,0,63,0
22,310,0,1708,0,1773,0,414,0,63,0
23,310,0,1708,0,1773,0,414,0,63,0
24,310,0,1708,0,1773,0,414,0,63,0
25,310,0,1708,0,1773,0,414,0,63,0
26,310,0,1708,0,1773,0,414,0,63,0
27,310,0,1708,0,1773,0,414,0,63,0
28,310,0,1708,0,1773,0,414,0,63,0
29,310,0,1708,0,1773,0,414,0,63,0
30,310,0,1708,0,1773,0,414,0,63,0
